happiness,cond,Vsafe,riskyHi,riskyLo,choseRisky,subjectWon,partnerWon,rewardSubj,rewardPart,subject,EV,ineq,ineqAdv,ineqDisadv,sRPE,pRPE,subjDecided,socialTrial
0.581967465917866,1,0,0.25,-0.05,1,0,1,-0.05,0.25,3,0.1,1,NaN,1,-0.15,0.15,1,1
-0.145491866479466,1,0,0.55,-0.19,1,1,0,0.55,-0.19,3,0.18,1,1,NaN,0.37,-0.37,1,1
-2.32786986367146,1,0.15,0.75,0,1,0,1,0,0.75,3,0.375,1,NaN,1,-0.375,0.375,1,1
-0.872951198876797,2,-0.2,0,-0.36,1,0,1,-0.36,0,3,-0.18,1,NaN,1,-0.18,0.18,0,1
0.581967465917866,1,0.1,0.42,0,1,1,1,0.42,0.42,3,0.21,0,0,0,0.21,0.21,1,1
0.491650995636208,1,0.3,1.26,0,1,1,0,1.26,0,4,0.63,1,1,NaN,0.63,-0.63,1,1
-0.448898735146103,1,0,0.55,-0.11,1,0,0,-0.11,-0.11,4,0.22,0,NaN,NaN,-0.33,-0.33,1,1
-0.448898735146103,2,0.25,0.79,0,1,0,0,0,0,4,0.395,0,NaN,NaN,-0.395,-0.395,0,1
0.491650995636208,2,0.2,0.56,0,1,0,0,0,0,4,0.28,0,NaN,NaN,-0.28,-0.28,0,1
0.0213761302450523,1,0,0.25,-0.09,1,1,0,0.25,-0.09,4,0.08,1,1,NaN,0.17,-0.17,1,1
0.961925861027363,1,0,0.75,-0.15,1,1,1,0.75,0.75,4,0.3,0,0,0,0.45,0.45,1,1
-0.919173600537258,1,0.2,0.63,0,1,0,0,0,0,4,0.315,0,NaN,NaN,-0.315,-0.315,1,1
-0.919173600537258,1,-0.3,0,-0.6,1,0,1,-0.6,0,4,-0.3,1,NaN,1,-0.3,0.3,1,1
1.55046682274115,2,-0.2,0,-0.34,1,1,1,0,0,4,-0.17,0,0,0,0.17,0.17,0,1
0.81214928810251,1,0.3,1.26,0,1,1,0,1.26,0,4,0.63,1,1,NaN,0.63,-0.63,1,1
-1.0336445484941,1,-0.25,0,-0.5,1,1,0,0,-0.5,4,-0.25,1,1,NaN,0.25,-0.25,1,1
-0.295327013855458,1,0,0.75,-0.38,1,0,1,-0.38,0.75,4,0.185,1,NaN,1,-0.565,0.565,1,1
0.442990520783187,2,-0.1,0,-0.17,1,0,1,-0.17,0,4,-0.085,1,NaN,1,-0.085,0.085,0,1
0.442990520783187,2,0,0.75,-0.48,1,1,0,0.75,-0.48,4,0.135,1,1,NaN,0.615,-0.615,0,1
0.442990520783187,1,0.3,0.74,0,1,1,1,0.74,0.74,4,0.37,0,0,0,0.37,0.37,1,1
1.91962559006048,1,0,0.75,-0.26,1,1,1,0.75,0.75,4,0.245,0,0,0,0.505,0.505,1,1
-1.6035250223142,1,-0.2,0,-0.44,1,0,0,-0.44,-0.44,5,-0.22,0,NaN,NaN,-0.22,-0.22,1,1
-0.7315174573095,1,0.1,0.36,0,1,0,0,0,0,5,0.18,0,NaN,NaN,-0.18,-0.18,1,1
-0.150179080639698,1,-0.1,0,-0.22,1,1,1,0,0,5,-0.11,0,0,0,0.11,0.11,1,1
-1.6035250223142,1,0,0.25,-0.22,1,0,0,-0.22,-0.22,5,0.015,0,NaN,NaN,-0.235,-0.235,1,1
-0.7315174573095,1,-0.3,0,-0.55,1,1,0,0,-0.55,5,-0.275,1,1,NaN,0.275,-0.275,1,1
-0.150179080639698,1,0,0.25,-0.22,1,1,1,0.25,0.25,5,0.015,0,0,0,0.235,0.235,1,1
-0.150179080639698,1,0,0.4,-0.8,1,0,1,-0.8,0.4,5,-0.2,1,NaN,1,-0.6,0.6,1,1
-0.150179080639698,2,0.2,0.84,0,1,1,0,0.84,0,5,0.42,1,1,NaN,0.42,-0.42,0,1
-0.150179080639698,2,0,0.4,-0.36,1,1,1,0.4,0.4,5,0.02,0,0,0,0.38,0.38,0,1
-0.150179080639698,1,-0.25,0,-0.5,1,1,0,0,-0.5,5,-0.25,1,1,NaN,0.25,-0.25,1,1
0.31581353476714,2,0.1,0.42,0,1,0,0,0,0,5,0.21,0,NaN,NaN,-0.21,-0.21,0,1
0.31581353476714,1,0.15,0.75,0,1,0,1,0,0.75,5,0.375,1,NaN,1,-0.375,0.375,1,1
0.31581353476714,1,0.3,0.6,0,1,1,1,0.6,0.6,5,0.3,0,0,0,0.3,0.3,1,1
0.31581353476714,1,0,0.15,-0.03,1,1,0,0.15,-0.03,5,0.06,1,1,NaN,0.09,-0.09,1,1
1.43044953982764,1,0,0.75,-0.67,1,1,0,0.75,-0.67,5,0.04,1,1,NaN,0.71,-0.71,1,1
0.31581353476714,2,-0.25,0,-0.46,1,1,1,0,0,5,-0.23,0,0,0,0.23,0.23,0,1
0.31581353476714,1,0.3,1.26,0,1,1,0,1.26,0,5,0.63,1,1,NaN,0.63,-0.63,1,1
-0.241504467763108,2,-0.1,0,-0.18,1,1,1,0,0,5,-0.09,0,0,0,0.09,0.09,0,1
0.31581353476714,1,0.3,0.67,0,1,0,1,0,0.67,5,0.335,1,NaN,1,-0.335,0.335,1,1
0.31581353476714,1,0,0.75,-1.01,1,1,0,0.75,-1.01,5,-0.13,1,1,NaN,0.88,-0.88,1,1
0.873131537297388,1,0.3,1.08,0,1,0,1,0,1.08,5,0.54,1,NaN,1,-0.54,0.54,1,1
0.31581353476714,1,0,0.4,-0.14,1,0,0,-0.14,-0.14,5,0.13,0,NaN,NaN,-0.27,-0.27,1,1
-0.798822470293356,2,-0.2,0,-0.36,1,1,0,0,-0.36,5,-0.18,1,1,NaN,0.18,-0.18,0,1
0.31581353476714,2,0.15,0.75,0,1,1,1,0.75,0.75,5,0.375,0,0,0,0.375,0.375,0,1
-1.77413232498148,2,0.3,1.08,0,1,0,0,0,0,6,0.54,0,NaN,NaN,-0.54,-0.54,0,1
-1.66936073098651,1,0,0.25,-0.09,1,1,0,0.25,-0.09,6,0.08,1,1,NaN,0.17,-0.17,1,1
-0.202558415056941,2,0.1,0.36,0,1,1,0,0.36,0,6,0.18,1,1,NaN,0.18,-0.18,0,1
0.426071148912875,2,0,0.75,-0.38,1,1,1,0.75,0.75,6,0.185,0,0,0,0.565,0.565,0,1
-0.621644791036818,1,0,0.25,-0.28,1,0,0,-0.28,-0.28,6,-0.015,0,NaN,NaN,-0.265,-0.265,1,1
-1.0407311670167,2,-0.1,0,-0.17,1,0,0,-0.17,-0.17,6,-0.085,0,NaN,NaN,-0.085,-0.085,0,1
-0.202558415056941,2,0,0.4,-0.31,1,0,0,-0.31,-0.31,6,0.045,0,NaN,NaN,-0.355,-0.355,0,1
0.845157524892753,1,-0.1,0,-0.2,1,1,1,0,0,6,-0.1,0,0,0,0.1,0.1,1,1
1.26424390087263,2,0.25,0.62,0,1,1,1,0.62,0.62,6,0.31,0,0,0,0.31,0.31,0,1
1.26424390087263,2,0,0.15,-0.03,1,1,0,0.15,-0.03,6,0.06,1,1,NaN,0.09,-0.09,0,1
0.845157524892753,1,0.1,0.32,0,1,0,1,0,0.32,6,0.16,1,NaN,1,-0.16,0.16,1,1
1.64758873450108,2,-0.2,0,-0.36,1,1,1,0,0,6,-0.18,0,0,0,0.18,0.18,0,1
0.220810861324887,2,0,0.15,-0.05,1,0,1,-0.05,0.15,6,0.05,1,NaN,1,-0.1,0.1,0,1
-1.20596701185131,2,0.3,1.08,0,1,0,1,0,1.08,6,0.54,1,NaN,1,-0.54,0.54,0,1
-1.61361783275879,1,-0.15,0,-0.33,1,0,0,-0.33,-0.33,6,-0.165,0,NaN,NaN,-0.165,-0.165,1,1
0.424636271778629,1,0.25,1.05,0,1,0,0,0,0,6,0.525,0,NaN,NaN,-0.525,-0.525,1,1
-0.594490780490081,2,-0.15,0,-0.25,1,0,1,-0.25,0,6,-0.125,1,NaN,1,-0.125,0.125,0,1
-0.186839959582597,1,0,0.25,-0.13,1,0,0,-0.13,-0.13,6,0.06,0,NaN,NaN,-0.19,-0.19,1,1
-0.390665370036339,1,0,0.75,-0.38,1,0,0,-0.38,-0.38,6,0.185,0,NaN,NaN,-0.565,-0.565,1,1
0.628461682232371,2,-0.25,0,-0.42,1,1,1,0,0,6,-0.21,0,0,0,0.21,0.21,0,1
1.2399379135936,2,0.2,0.5,0,1,1,1,0.5,0.5,6,0.25,0,0,0,0.25,0.25,0,1
0.61239468964159,2,-0.1,0,-0.17,1,1,1,0,0,7,-0.085,0,0,0,0.085,0.085,0,1
1.43094204708332,1,0.2,1,0,1,0,0,0,0,7,0.5,0,NaN,NaN,-0.5,-0.5,1,1
1.43094204708332,1,0,0.55,-0.55,1,1,1,0.55,0.55,7,0,0,0,0,0.55,0.55,1,1
-2.84369415289016,1,-0.25,0,-0.62,1,0,0,-0.62,-0.62,7,-0.31,0,NaN,NaN,-0.31,-0.31,1,1
0.794294102406419,1,0.15,0.54,0,1,0,1,0,0.54,7,0.27,1,NaN,1,-0.27,0.27,1,1
-0.660901199712211,2,0.1,0.32,0,1,1,0,0.32,0,7,0.16,1,1,NaN,0.16,-0.16,0,1
-0.479001786947382,2,0,0.75,-0.58,1,0,0,-0.58,-0.58,7,0.085,0,NaN,NaN,-0.665,-0.665,0,1
0.066696451347104,1,0,0.25,-0.34,1,0,1,-0.34,0.25,7,-0.045,1,NaN,1,-0.295,0.295,1,1
1.33999234070091,1,0,0.4,-0.26,1,1,1,0.4,0.4,7,0.07,0,0,0,0.33,0.33,1,1
0.430495276876761,2,-0.15,0,-0.25,1,1,0,0,-0.25,7,-0.125,1,1,NaN,0.125,-0.125,0,1
0.248595864111933,1,0,0.25,-0.5,1,1,1,0.25,0.25,7,-0.125,0,0,0,0.375,0.375,1,1
0.976193515171248,2,0.3,1.26,0,1,1,1,1.26,1.26,7,0.63,0,0,0,0.63,0.63,0,1
1.62479728624938,1,0.1,0.36,0,1,1,1,0.36,0.36,7,0.18,0,0,0,0.18,0.18,1,1
1.62479728624938,2,0.3,1.5,0,1,0,1,0,1.5,7,0.75,1,NaN,1,-0.75,0.75,0,1
-0.274316424951194,1,-0.15,0,-0.27,1,0,1,-0.27,0,7,-0.135,1,NaN,1,-0.135,0.135,1,1
0.35872147878233,1,0.1,0.5,0,1,0,1,0,0.5,7,0.25,1,NaN,1,-0.25,0.25,1,1
-1.22387328055148,1,0.3,1.5,0,1,1,0,1.5,0,7,0.75,1,1,NaN,0.75,-0.75,1,1
-0.590835376817956,1,0,0.25,-0.09,1,0,1,-0.09,0.25,7,0.08,1,NaN,1,-0.17,0.17,1,1
-0.907354328684719,1,0,0.25,-0.22,1,0,0,-0.22,-0.22,7,0.015,0,NaN,NaN,-0.235,-0.235,1,1
1.62479728624938,2,0.15,0.47,0,1,1,1,0.47,0.47,7,0.235,0,0,0,0.235,0.235,0,1
0.675240430649093,1,0.3,0.84,0,1,1,1,0.84,0.84,7,0.42,0,0,0,0.42,0.42,1,1
0.0422025269155681,2,0.15,0.47,0,1,1,0,0.47,0,7,0.235,1,1,NaN,0.235,-0.235,0,1
0.35872147878233,2,0,0.25,-0.22,1,1,1,0.25,0.25,7,0.015,0,0,0,0.235,0.235,0,1
-2.17343013615177,2,0,0.25,-0.16,1,1,1,0.25,0.25,7,0.045,0,0,0,0.205,0.205,0,1
0.675240430649093,1,0,0.15,-0.03,1,0,1,-0.03,0.15,7,0.06,1,NaN,1,-0.09,0.09,1,1
0.35872147878233,1,0,0.15,-0.12,1,1,0,0.15,-0.12,7,0.015,1,1,NaN,0.135,-0.135,1,1
3.24930895083996,1,-0.15,0,-0.33,1,1,1,0,0,8,-0.165,0,0,0,0.165,0.165,1,1
0.560225681179303,1,0,0.55,-0.55,1,1,0,0.55,-0.55,8,0,1,1,NaN,0.55,-0.55,1,1
0.560225681179303,2,0,0.75,-0.38,1,1,0,0.75,-0.38,8,0.185,1,1,NaN,0.565,-0.565,0,1
1.23249649859447,2,0.3,1.26,0,1,0,0,0,0,8,0.63,0,NaN,NaN,-0.63,-0.63,0,1
-0.784315953651024,1,-0.15,0,-0.25,1,0,0,-0.25,-0.25,8,-0.125,0,NaN,NaN,-0.125,-0.125,1,1
-0.11204513623586,2,0,0.4,-0.08,1,1,1,0.4,0.4,8,0.16,0,0,0,0.24,0.24,0,1
-0.784315953651024,2,0,0.75,-0.38,1,0,1,-0.38,0.75,8,0.185,1,NaN,1,-0.565,0.565,0,1
-0.392395512385297,1,0.2,0.72,0,1,0,1,0,0.72,8,0.36,1,NaN,1,-0.36,0.36,1,1
0.513132593119234,2,0,0.55,-0.11,1,1,1,0.55,0.55,8,0.22,0,0,0,0.33,0.33,0,1
1.41866069862376,2,0.2,0.5,0,1,1,0,0.5,0,8,0.25,1,1,NaN,0.25,-0.25,0,1
0.513132593119234,1,0.1,0.36,0,1,1,0,0.36,0,8,0.18,1,1,NaN,0.18,-0.18,1,1
0.513132593119234,1,0.15,0.42,0,1,0,1,0,0.42,8,0.21,1,NaN,1,-0.21,0.21,1,1
-1.29792361788983,2,-0.3,0,-0.55,1,0,0,-0.55,-0.55,8,-0.275,0,NaN,NaN,-0.275,-0.275,0,1
-2.20345172339436,1,0,0.4,-0.4,1,0,0,-0.4,-0.4,8,0,0,NaN,NaN,-0.4,-0.4,1,1
-0.392395512385297,2,0,0.4,-0.2,1,0,0,-0.2,-0.2,8,0.1,0,NaN,NaN,-0.3,-0.3,0,1
1.41866069862376,1,0,0.15,-0.15,1,1,1,0.15,0.15,8,0,0,0,0,0.15,0.15,1,1
1.41866069862376,2,0.3,1.08,0,1,1,0,1.08,0,8,0.54,1,1,NaN,0.54,-0.54,0,1
1.07520539302088,2,0.3,1.08,0,1,1,0,1.08,0,9,0.54,1,1,NaN,0.54,-0.54,0,1
1.38536079485383,2,-0.1,0,-0.17,1,1,0,0,-0.17,9,-0.085,1,1,NaN,0.085,-0.085,0,1
-0.165416214310905,1,0,0.25,-0.16,1,1,1,0.25,0.25,9,0.045,0,0,0,0.205,0.205,1,1
-1.09588241980974,1,0.15,0.75,0,1,0,0,0,0,9,0.375,0,NaN,NaN,-0.375,-0.375,1,1
1.07520539302088,1,0.25,1.25,0,1,1,0,1.25,0,9,0.625,1,1,NaN,0.625,-0.625,1,1
0.454894589354988,1,0,0.4,-0.08,1,0,1,-0.08,0.4,9,0.16,1,NaN,1,-0.24,0.24,1,1
0.454894589354988,2,0.15,0.47,0,1,0,0,0,0,9,0.235,0,NaN,NaN,-0.235,-0.235,0,1
0.454894589354988,1,0.1,0.2,0,1,1,0,0.2,0,9,0.1,1,1,NaN,0.1,-0.1,1,1
-0.165416214310905,1,-0.15,0,-0.25,1,1,0,0,-0.25,9,-0.125,1,1,NaN,0.125,-0.125,1,1
-0.475571616143852,1,0.1,0.5,0,1,1,0,0.5,0,9,0.25,1,1,NaN,0.25,-0.25,1,1
1.69551619668678,1,0,0.4,-0.14,1,1,1,0.4,0.4,9,0.13,0,0,0,0.27,0.27,1,1
-1.56779744796722,1,0,0.15,-0.03,1,0,1,-0.03,0.15,9,0.06,1,NaN,1,-0.09,0.09,1,1
-1.56779744796722,1,0.25,0.46,0,1,0,0,0,0,9,0.23,0,NaN,NaN,-0.23,-0.23,1,1
0.227390469552497,2,0.1,0.42,0,1,1,1,0.42,0.42,9,0.21,0,0,0,0.21,0.21,0,1
-0.849722280959332,1,0.15,0.75,0,1,0,1,0,0.75,9,0.375,1,NaN,1,-0.375,0.375,1,1
1.30450322006433,2,0.15,0.33,0,1,0,1,0,0.33,9,0.165,1,NaN,1,-0.165,0.165,0,1
-0.849722280959332,1,0,0.15,-0.05,1,0,0,-0.05,-0.05,9,0.05,0,NaN,NaN,-0.1,-0.1,1,1
-1.56779744796722,1,0,0.4,-0.08,1,0,0,-0.08,-0.08,9,0.16,0,NaN,NaN,-0.24,-0.24,1,1
0.945465636560383,2,0,0.15,-0.08,1,1,1,0.15,0.15,9,0.035,0,0,0,0.115,0.115,0,1
1.30450322006433,2,0.2,0.63,0,1,1,0,0.63,0,9,0.315,1,1,NaN,0.315,-0.315,0,1
2.36094620665734,2,0,0.75,-0.26,1,1,0,0.75,-0.26,10,0.245,1,1,NaN,0.505,-0.505,0,1
2.44871372363345,2,0,0.75,-0.58,1,1,1,0.75,0.75,10,0.085,0,0,0,0.665,0.665,0,1
-1.50082454029147,1,0,0.4,-0.44,1,0,1,-0.44,0.4,10,-0.02,1,NaN,1,-0.42,0.42,1,1
0.605595867135153,1,0.1,0.36,0,1,0,1,0,0.36,10,0.18,1,NaN,1,-0.18,0.18,1,1
-0.272079302625939,2,0,0.75,-0.15,1,0,0,-0.15,-0.15,10,0.3,0,NaN,NaN,-0.45,-0.45,0,1
-0.623149370530375,1,0,0.55,-0.49,1,0,1,-0.49,0.55,10,0.03,1,NaN,1,-0.52,0.52,1,1
0.781130901087372,2,-0.3,0,-0.55,1,1,1,0,0,10,-0.275,0,0,0,0.275,0.275,0,1
-0.272079302625939,1,0.1,0.18,0,1,0,1,0,0.18,10,0.09,1,NaN,1,-0.09,0.09,1,1
-0.0965442686737202,1,0.15,0.47,0,1,1,1,0.47,0.47,10,0.235,0,0,0,0.235,0.235,1,1
-1.32528950633925,2,-0.25,0,-0.46,1,0,1,-0.46,0,10,-0.23,1,NaN,1,-0.23,0.23,0,1
0.430060833182935,2,0,0.55,-0.42,1,1,0,0.55,-0.42,10,0.065,1,1,NaN,0.485,-0.485,0,1
-0.0965442686737202,2,-0.2,0,-0.34,1,1,1,0,0,10,-0.17,0,0,0,0.17,0.17,0,1
0.164097645144957,1,-0.25,0,-0.5,1,0,0,-0.5,-0.5,10,-0.25,0,NaN,NaN,-0.25,-0.25,1,1
-0.109398430096638,2,0,0.25,-0.05,1,0,0,-0.05,-0.05,10,0.1,0,NaN,NaN,-0.15,-0.15,0,1
1.80507409659453,2,-0.1,0,-0.17,1,0,0,-0.17,-0.17,10,-0.085,0,NaN,NaN,-0.085,-0.085,0,1
-1.34013076868381,2,0,0.75,-0.67,1,0,1,-0.67,0.75,10,0.04,1,NaN,1,-0.71,0.71,0,1
-0.656390580579828,1,0,0.55,-0.42,1,0,0,-0.42,-0.42,10,0.065,0,NaN,NaN,-0.485,-0.485,1,1
0.164097645144957,1,-0.2,0,-0.63,1,1,0,0,-0.63,10,-0.315,1,1,NaN,0.315,-0.315,1,1
-1.34013076868381,1,0.3,1.08,0,1,0,1,0,1.08,10,0.54,1,NaN,1,-0.54,0.54,1,1
0.164097645144957,2,0,0.75,-0.15,1,1,0,0.75,-0.15,10,0.3,1,1,NaN,0.45,-0.45,0,1
-3.4443629837223,1,-0.1,0,-0.22,1,0,0,-0.22,-0.22,11,-0.11,0,NaN,NaN,-0.11,-0.11,1,1
0.382706998191366,1,0.15,0.54,0,1,1,1,0.54,0.54,11,0.27,0,0,0,0.27,0.27,1,1
1.1481209945741,1,0.2,0.72,0,1,1,1,0.72,0.72,11,0.36,0,0,0,0.36,0.36,1,1
0.382706998191366,1,0,0.25,-0.16,1,1,1,0.25,0.25,11,0.045,0,0,0,0.205,0.205,1,1
0.382706998191366,2,0,0.55,-0.35,1,0,0,-0.35,-0.35,11,0.1,0,NaN,NaN,-0.45,-0.45,0,1
0.382706998191366,1,-0.2,0,-0.44,1,1,1,0,0,11,-0.22,0,0,0,0.22,0.22,1,1
0.382706998191366,2,0.25,0.9,0,1,1,0,0.9,0,11,0.45,1,1,NaN,0.45,-0.45,0,1
0.382706998191366,2,0.25,0.7,0,1,1,0,0.7,0,11,0.35,1,1,NaN,0.35,-0.35,0,1
0.382706998191366,2,0,0.15,-0.05,1,0,0,-0.05,-0.05,11,0.05,0,NaN,NaN,-0.1,-0.1,0,1
0.382706998191366,1,-0.15,0,-0.27,1,0,0,-0.27,-0.27,11,-0.135,0,NaN,NaN,-0.135,-0.135,1,1
0.382706998191366,1,0,0.4,-0.2,1,0,1,-0.2,0.4,11,0.1,1,NaN,1,-0.3,0.3,1,1
0.382706998191366,1,-0.15,0,-0.27,1,0,1,-0.27,0,11,-0.135,1,NaN,1,-0.135,0.135,1,1
0.382706998191366,1,0.15,0.75,0,1,0,0,0,0,11,0.375,0,NaN,NaN,-0.375,-0.375,1,1
-0.530265848738628,1,0,0.55,-0.49,1,1,1,0.55,0.55,11,0.03,0,0,0,0.52,0.52,1,1
-0.530265848738628,1,0.1,0.25,0,1,0,0,0,0,11,0.125,0,NaN,NaN,-0.125,-0.125,1,1
0.693424571427435,2,0.1,0.42,0,1,1,1,0.42,0.42,11,0.21,0,0,0,0.21,0.21,0,1
1.9171149915935,1,0.2,0.63,0,1,1,1,0.63,0.63,11,0.315,0,0,0,0.315,0.315,1,1
0.693424571427435,2,0,0.15,-0.08,1,0,1,-0.08,0.15,11,0.035,1,NaN,1,-0.115,0.115,0,1
-0.530265848738628,2,0,0.55,-0.19,1,0,0,-0.19,-0.19,11,0.18,0,NaN,NaN,-0.37,-0.37,0,1
-0.530265848738628,2,0,0.25,-0.09,1,1,1,0.25,0.25,11,0.08,0,0,0,0.17,0.17,0,1
-1.75395626890469,1,0.3,1.26,0,1,1,0,1.26,0,11,0.63,1,1,NaN,0.63,-0.63,1,1
1.9171149915935,1,-0.15,0,-0.25,1,1,1,0,0,11,-0.125,0,0,0,0.125,0.125,1,1
1.9171149915935,2,0.2,0.56,0,1,1,1,0.56,0.56,11,0.28,0,0,0,0.28,0.28,0,1
